Command,Link,Description,Preprocessed_Description
router ospf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/router-ospf.htm,This command configures OSPF configuration for the upstream router. This command is only available in the Config mode. OSPFv2 is a dynamic Interior Gateway routing Protocol (IGP) based on IETF RFC 2328. The OSPF implementation allows managed devices to deploy effectively in a Layer 3 topology.,configures ospf configuration upstream router available config mode ospfv2 dynamic interior gateway routing protocol igp based ietf rfc ospf implementation allows managed devices deploy effectively layer 3 topology
routing-policy-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/rout-policy-map.htm,"This command associates a routing ACL with a specific user role on a managed device. The commands to associate an access list to a user role vary, depending upon the type of access list being associated to that role. Ethertype, MAC, and session ACLs are applied globally across all managed devices, but routing access lists may vary between locations, so they are mapped to a user role in a local configuration setting.",associates routing acl specific user role managed device commands associate access list user role vary depending upon type access list associated role ethertype mac session acls applied globally across managed devices routing access lists may vary locations mapped user role local configuration setting
sc-migration,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sc-migration.htm,This command is used by the migration tool to export and import migration data from controllers in ArubaOS 6.x deployments to ArubaOS 8.x deployment.,used migration tool export import migration data controllers arubaos deployments arubaos deployment
scheduler-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/scheduler-pro.htm,Define a scheduler profile that associates priorities to four uplink queues.,define scheduler profile associates priorities four uplink queues
scm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/scm.htm,This command is used to disable DDS replication.,used disable dds replication
scs-local-custom-cert,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/scs-lcl-custcert.htm,This command configures security for all master/ conductor -local control traffic using custom certificate.,configures security conductor control traffic using custom certificate
sdwan-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sdwan-prof.htm,This command is used to enable or disable an SD-WAN profile.,used enable disable profile
secondary master-ip/secondary conductor-ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/secnd-master-ip.htm,"Use this command to add a secondary Mobility Conductor from the primary Mobility Conductor CLI. This command is allowed in the /md tree, both in device nodes and group nodes.",use add secondary mobility conductor primary mobility conductor cli allowed tree device nodes group nodes
secondary masteripv6/secondary conductoripv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/secnd-master-ipv6.htm,"Use this command to add a secondary Mobility Conductor containing IPv6 address. This command allows the user to add a secondary Mobility Conductor from the primary Mobility Conductor CLI. This command is allowed in the /md tree, both in device nodes and group nodes.",use add secondary mobility conductor containing ipv6 address allows user add secondary mobility conductor primary mobility conductor cli allowed tree device nodes group nodes
serial console redirect,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/serl-cons-redrct.htm,This command configures redirect to serial console.,configures redirect serial console
service,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/service.htm,"This command enables the DHCP server on the controller. You can enable and configure DHCP, DHCPv6, network-storage, print server, or SCP in the controller to provide the following clients:",enables dhcp server controller enable configure dhcp dhcpv6 print server scp controller provide following clients
session delete,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/session_delete.htm,This command deletes a session.,deletes session
set-ikepsk-by-addr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/set-ikepsk-addr.htm,This command configures IKE PSK corresponding to an IP address.,configures ike psk corresponding ip address
set-trust-anchor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/set-trust-anchor.htm,This command configures a trust anchor for an access point.,configures trust anchor access point
show aaa auth-survivability,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-surv.htm,This command shows the authentication survivability configuration on a stand-alone controller.,shows authentication survivability configuration controller
show aaa auth-survivability-cache,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-cach.htm,This command shows the authentication survivability cached data on a stand-alone controller.,shows authentication survivability cached data controller
show aaa accounting tacacs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-1x-acc-tacac.htm,"This command displays TACACS+ data for your controller if you have previously configured a TACACS+ server and server group. The output includes the current TACACS+ accounting mode (enabled or disabled), and the name of the TACACS+ server group.",data controller previously configured server server group output includes current accounting mode enabled disabled name server group
show aaa alias-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-alias-grp.htm,This command shows an alias-group settings.,shows settings
show aaa authentication all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-all.htm,"Show authentication statistics for your managed device, including authentication methods, successes and failures. This command displays a general overview of authentication statistics. To view authentication information for specific profiles such as a captive-portal, MAC or 801.X authentication profile, issue the commands specific to those features.",show authentication statistics managed device including authentication methods successes failures general overview authentication statistics view authentication information specific profiles mac authentication profile issue commands specific features
show aaa authentication captive-portal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-cap.htm,"This command shows configuration information for captive portal authentication profiles. Issue this command without the <profile-name> parameter to display the entire Captive Portal Authentication profile list, including profile status and the number of references to each profile. Include a profile name to display detailed configuration information for that profile.",shows configuration information captive portal authentication profiles issue without parameter display entire captive portal authentication profile list including profile status number references profile include profile name display detailed configuration information profile
show aaa authentication captive-portal customization,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-ath-cp-cz.htm,"Display customization settings for a captive portal profile. This command shows how a captive portal profile has been customized with non-default configuration settings. If you do not yet have any captive portal authentication profiles defined, use the command aaa authentication captive-portal to configure your captive portal profiles.",display customization settings captive portal profile shows captive portal profile customized configuration settings yet captive portal authentication profiles defined use aaa authentication configure captive portal profiles
show aaa authentication downloaded-cp-profiles,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-dwnl-cp-profs.htm,"This command shows the downloaded CP profiles. Issue this command to display the entire downloaded CP profile list, including profile status and the number of references to each profile. Include a profile name to display detailed configuration information for that profile.",shows downloaded cp profiles issue display entire downloaded cp profile list including profile status number references profile include profile name display detailed configuration information profile
show aaa authentication dot1x,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-dot1.htm,"This command shows information for 802.1X authentication profiles. Issue this command without the <profile-name> or countermeasures options to display the entire 802.1X Authentication profile list, including profile status and the number of references to each profile. Include a profile name to display detailed dot1x authentication configuration information for that profile. The countermeasures option indicates whether the 802.1X profiles have been configured for WPA/WPS2 countermeasures. If countermeasures have not been configured, the output for this command will be blank.",shows information authentication profiles issue without countermeasures options display entire authentication profile list including profile status number references profile include profile name display detailed dot1x authentication configuration information profile countermeasures option indicates whether profiles configured countermeasures countermeasures configured output blank
show aaa authentication mac,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-mac.htm,"This command shows information for MAC authentication profiles. Issue this command without the
<profile-name> option to display the entire MAC Authentication profile list, including profile status and the number of references to each profile. Include a profile name to display detailed MAC authentication configuration information for that profile.",shows information mac authentication profiles issue without option display entire mac authentication profile list including profile status number references profile include profile name display detailed mac authentication configuration information profile
show aaa authentication mgmt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-mgmt.htm,"This command displays administrative user authentication information, including management authentication roles and servers. Issue this command to identify the default management role assigned to authenticated administrative users, and the name of the group of servers used to authenticate these users.",administrative user authentication information including management authentication roles servers issue identify default management role assigned authenticated administrative users name group servers used authenticate users
show aaa authentication stateful-ntlm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-ntlm.htm,"This command shows the configuration settings of the stateful NT LAN Manager (NTLM) authentication profile. Issue this command without the <profile-name> parameter to display the entire stateful NTLM Authentication profile list, including profile status and the number of references to each profile. Include a profile name to display detailed Stateful NTLM authentication configuration information for that profile. Use this command to identify the default role assigned to users who have successfully authenticated using the NTLM authentication protocol, the name of the group of windows servers used to authenticate these users, and the NTLM authentication timeout period, in seconds.",shows configuration settings stateful nt lan manager ntlm authentication profile issue without parameter display entire stateful ntlm authentication profile list including profile status number references profile include profile name display detailed stateful ntlm authentication configuration information profile use identify default role assigned users successfully authenticated using ntlm authentication protocol name group windows servers used authenticate users ntlm authentication timeout period seconds
show aaa authentication stateful-dot1x,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-stfl.htm,"This command shows the stateful configuration settings of 802.1X authentication for clients on non-Aruba APs. Issue this command to identify the default role assigned to the 802.1X user group, name of the group of RADIUS servers used to authenticate the 802.1X users, and the 802.1X authentication timeout period in seconds.",shows stateful configuration settings authentication clients aps issue identify default role assigned user group name group radius servers used authenticate users authentication timeout period seconds
show aaa authentication stateful-kerberos,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-kerb.htm,This command shows the configuration settings of stateful Kerberos authentication profile.,shows configuration settings stateful kerberos authentication profile
show aaa authentication via auth-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-viaa.htm,"This command displays configuration settings for the VIA Authentication profile. Issue this command without the <profile-name> option to display the entire VIA Authentication profile list, including profile status and the number of references to each profile. Include a profile name to display detailed VIA authentication configuration information for that profile.",configuration settings via authentication profile issue without option display entire via authentication profile list including profile status number references profile include profile name display detailed via authentication configuration information profile
show aaa authentication via connection-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-conn.htm,"This command displays configuration settings for the VIA connection profile. Issue this command without the <profile-name> option to display the entire VIA Connection profile list, including profile status and the number of references to each profile. Include a profile name to display detailed VIA connection configuration information for that profile.",configuration settings via connection profile issue without option display entire via connection profile list including profile status number references profile include profile name display detailed via connection configuration information profile
show aaa authentication via global-config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-glbl.htm,This command shows the VIA global configuration.,shows via global configuration
show aaa authentication via web-auth,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-web.htm,"A VIA web authentication profile contains an ordered list of VIA authentication profiles. The web authentication profile is used by end users to login to the VIA download page (https://<server-IP-address>/via) for downloading the VIA client. Only one VIA web authentication profile is available. If more than one VIA authentication profile is configured, users can view this list and select one during the client login.",via web authentication profile contains ordered list via authentication profiles web authentication profile used end users login via download page https downloading via client one via web authentication profile available one via authentication profile configured users view list select one client login
show aaa authentication vpn,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-vpn.htm,"This command displays VPN authentication settings, including authentication roles and servers. Issue this command to identify the default role assigned to VPN users, the name of the group of servers used to authenticate the VPN users, and the maximum number of authentication failures allowed before the user is blacklisted/denylisted.",vpn authentication settings including authentication roles servers issue identify default role assigned vpn users name group servers used authenticate vpn users maximum number authentication failures allowed user
show aaa authentication wired,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-wird.htm,View wired authentication settings for a client device that is directly connected to a port on the controller. This command displays the name of the AAA profile currently used for wired authentication.,view wired authentication settings client device directly connected port controller name aaa profile currently used wired authentication
show aaa authentication wispr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-ath-wspr.htm,"This command shows information for a WISPr authentication profiles. Issue this command without the <profile-name> option to display the entire WISPr Authentication profile list, including profile status and the number of references to each profile. Include a profile name to display detailed WISPr authentication configuration information for that profile.",shows information wispr authentication profiles issue without option display entire wispr authentication profile list including profile status number references profile include profile name display detailed wispr authentication configuration information profile
show aaa authentication-server all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-ath-srv-al.htm,"View authentication server settings for both external authentication servers and the internal controller database. The output of this command displays statistics for the Authentication Server Table, including the name and address of each server, server type and configured authorization and accounting ports.",view authentication server settings external authentication servers internal controller database output statistics authentication server table including name address server server type configured authorization accounting ports
show aaa authentication-server internal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-intv.htm,View authentication server settings for the internal controller database.,view authentication server settings internal controller database
show aaa authentication-server ldap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-ldap.htm,This command shows the configuration settings of LDAP servers.,shows configuration settings ldap servers
show aaa authentication-server radius,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-radi.htm,This command shows the configuration settings of RADIUS servers.,shows configuration settings radius servers
show aaa authentication-server tacacs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-tacs.htm,Display configuration settings for your TACACS+ servers.,display configuration settings servers
show aaa authentication-server windows,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-wind.htm,Display configuration settings for your Windows servers.,display configuration settings windows servers
show aaa bandwidth-contracts,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-bdwd-cont.htm,"This command shows the contract names, ID numbers, Rate limits, and Note for your bandwidth contracts.",shows contract names id numbers rate limits note bandwidth contracts
show aaa cluster essid,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-essid.htm,"This command displays information on essid counters, bucketmap, dormant keycache, mac address, and dormant user entries for a particular ESSID.",information essid counters bucketmap dormant keycache mac address dormant user entries particular essid
show aaa cluster essid-all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-esid-al.htm,"Displays all active essid entries in essid hash table. That is, it displays information on essid counters, bucketmap, dormant keycache, and dormant user entries.",active essid entries essid hash table information essid counters bucketmap dormant keycache dormant user entries
show aaa cluster gsm macuser-section mac,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-macsec.htm,This command displays gsm mac user section for a particular MAC address.,gsm mac user section particular mac address
show aaa cluster gsm ipuser-section ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-ipusr%20.htm,This command displays gsm ip user section for a particular IP address.,gsm ip user section particular ip address
show aaa cluster gsm user-section,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-usrsec.htm,This command displays gsm user section.,gsm user section
show aaa cluster member,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-memb.htm,Displays all the cluster members with their IP address and the current cluster state.,cluster members ip address current cluster state
show aaa debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-debug.htm,This command shows AAA related debug information.,shows aaa related debug information
show aaa debug dev-id-cache section,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-debg-dev.htm,This command shows section data from ClearPass Policy Manager NetWatch.,shows section data clearpass policy manager netwatch
show aaa debug pmk bss-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dbug-pmk.htm,This command shows information linking the PMK to the BSS.,shows information linking pmk bss
show aaa debug stm message stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dbug-stmms.htm,This command shows the number of messages sent/received from STM.,shows number messages stm
show aaa debug vlan user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dbug-vlan.htm,Displays user VLAN derivation related debug information.,user vlan derivation related debug information
show aaa derivation-rules,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-derv-rule.htm,Show derivation rules based on user information or configured for server groups.,show derivation rules based user information configured server groups
show aaa device-id-cache,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dev-cache.htm,This command shows the device ID cache information.,shows device id cache information
show aaa dns-query-interval,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dns-intv.htm,"View the configured interval between DNS requests sent from the controller to the DNS server. If you define a RADIUS server using the FQDN of the server rather than its IP address, the controller will periodically generate a DNS request and cache the IP address returned in the DNS response. By default, DNS requests are sent every 15 minute, but the interval can be changed using the aaa dns-query-period command. Issue the show aaa dns-query-period command to view the current DNS query interval.",view configured interval dns requests sent controller dns server define radius server using fqdn server rather ip address controller periodically generate dns request cache ip address returned dns response default dns requests sent every 15 minute interval changed using aaa issue show aaa view current dns query interval
show aaa fqdn-server-names,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-fqdn-name.htm,"Show a table of IP addresses that have been mapped to fully qualified domain names (FQDNs). If you define a RADIUS server using the FQDN of the server rather than its IP address, the controller will periodically generate a DNS request and cache the IP address returned in the DNS response. Issue this command to view the IP address that currently correlates to each RADIUS server FQDN.",show table ip addresses mapped fully qualified domain names fqdns define radius server using fqdn server rather ip address controller periodically generate dns request cache ip address returned dns response issue view ip address currently correlates radius server fqdn
show aaa load-balance statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-lb-stats.htm,Displays the load balancing statistics for RADIUS servers.,load balancing statistics radius servers
show aaa main-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-main-pro.htm,Displays a summary of all AAA profiles.,summary aaa profiles
show aaa multiple-server-accounting statistics server-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-mu-srvgrp.htm,This command shows the multiple server accounting statistics for a server-group.,shows multiple server accounting statistics
show aaa password-policy mgmt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-pwd-plcy.htm,Displays the current password policy for management users.,current password policy management users
show aaa profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-pro.htm,Displays configuration details for an individual AAA profile.,configuration details individual aaa profile
show aaa pubcookie-authentication,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-pubcookie.htm,This command shows pubcookie authentication configuration.,shows pubcookie authentication configuration
show aaa radius-attributes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-rad-attr.htm,Displays RADIUS attributes recognized by the controller.,radius attributes recognized controller
show aaa radius modifier,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-rad-modf.htm,This command displays all the RADIUS modifier profiles.,radius modifier profiles
show aaa rfc-3576-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-rfc-srvr.htm,"Show configuration details for an RFC-3576 server, which is a RADIUS server that can send user disconnect, session timeout and change-of-authorization (CoA) messages, as described in RFC 3576.",show configuration details server radius server send user disconnect session timeout coa messages described rfc 3576
show aaa server-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-srvr-grp.htm,"Displays configuration details for your AAA server groups. Issue this command without the <group-name> or summary options to display the entire server group list, including profile status and the number of references to each profile. The References column lists the number of other profiles that reference a server group, and the Profile Status column indicates whether the server group is predefined. User-defined server groups will not have an entry in the Profile Status column.",configuration details aaa server groups issue without summary options display entire server group list including profile status number references profile references column lists number profiles reference server group profile status column indicates whether server group predefined server groups entry profile status column
show aaa state ap-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-ap-grp.htm,Displays the names and ID numbers of your AP groups,names id numbers ap groups
show aaa state configuration,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-conf.htm,"Displays authentication state configuration information, including the numbers of successful and failed authentications.",authentication state configuration information including numbers successful failed authentications
show aaa state debug-statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-dbg-st.htm,"Displays debug statistics for controller authentication, authorization and accounting.",debug statistics controller authentication authorization accounting
show aaa state log,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-log.htm,"Displays global log files for AAA events. If you have enabled per-user logging using the aaa log command, the output of this command displays global AAA log files for events that are not triggered by individual user authentication, such as AP authentication and the initial pre-authentication processes that occur before a client authenticates to the controller.",global log files aaa events enabled logging using aaa log output global aaa log files events triggered individual user authentication ap authentication initial processes occur client authenticates controller
show aaa state messages,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-msg.htm,"Displays numbers of authentication messages sent and received. This command displays a general overview of authentication statistics. To view authentication information for specific profiles such as a captive-portal, MAC or 801.x authentication profile, issue the commands specific to those features.",numbers authentication messages sent received general overview authentication statistics view authentication information specific profiles mac authentication profile issue commands specific features
show aaa state mux-tunnel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-mux-tu.htm,Displays multiplexter (MUX) tunnel IDs.,multiplexter mux tunnel ids
show aaa state station,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-sttion.htm,Displays AAA statistics for a station.,aaa statistics station
show aaa state tunneled-node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-tunode.htm,This command shows tunnels originating from the tunnel nodes.,shows tunnels originating tunnel nodes
show aaa state user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-usr.htm,Displays statistics for an authenticated user.,statistics authenticated user
show aaa state user-tunneled-node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-usrtun.htm,This command shows tunnels originating from the HP switch user tunnels.,shows tunnels originating hp switch user tunnels
show aaa tacacs-accounting,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-tacac-acc.htm,Displays TACACS accounting configuration.,tacacs accounting configuration
show aaa timers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-timers.htm,Displays AAA timer values.,aaa timer values
show aaa user-delete-result,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-usr-del-res.htm,"This command displays the list of users deleted for the last twenty delete requests issued from the Managed devices. The optional output modifiers | begin , | exclude, and | include help you display those lines that begin, include, exclude, respectively, the line expression given in the CLI command. The | redirect-output modifier helps you redirect the command output.",list users deleted last twenty delete requests issued managed devices optional output modifiers begin exclude include help display lines begin include exclude respectively line expression given cli modifier helps redirect output
show aaa web admin-port,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-web-admin.htm,Displays the port numbers of HTTP and HTTPS ports used for web administration.,port numbers http https ports used web administration
show aaa xml-api server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-xml-serv.htm,"Displays a list of XML servers used for authentication, authorization, and accounting.",list xml servers used authentication authorization accounting
show aaa xml-api statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-xml-stats.htm,Displays statistics for an external XML API server. Issue this command to troubleshoot AAA problems and monitor usage on an XML server.,statistics external xml api server issue troubleshoot aaa problems monitor usage xml server
show acl ace-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-acl-ace-tab.htm,Displays an access list entry (ACE) table for an ACL.,access list entry ace table acl
show acl acl-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-acl-acl-tab.htm,Displays information for a specified ACL.,information specified acl
show acl hits,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-acl-hits.htm,"Displays internal ACL hit counters. Issue this command to see the number of times an ACL defined a user’s role, or traffic and firewall policies for a user session.",internal acl hit counters issue see number times acl defined user role traffic firewall policies user session
show activate,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-activate.htm,This command displays the profile that allows a managed device to synchronize its remote AP whitelist/allowlist with the Aruba Activate cloud-based services.,profile allows managed device synchronize remote ap aruba activate services
show adp config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-adp-conf.htm,Displays Aruba Discovery Protocol (ADP) configuration settings.,aruba discovery protocol adp configuration settings
show adp counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-adp-counters.htm,Displays Aruba Discovery Protocol (ADP) counters.,aruba discovery protocol adp counters
show airgroup,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-airgrp.htm,This command shows the global AirGroup settings. Click parameter links to view the corresponding show commands.,shows global airgroup settings click parameter links view corresponding show commands
show airgroup active-domains,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-actv-dom.htm,This command shows the list of configured AirGroup active-domains. This command is applicable only on stand-alone controllers.,shows list configured airgroup applicable controllers
show airgroup aps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-aps.htm,This command shows the AP tables.,shows ap tables
show airgroup blocked-queries,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-blk-quer.htm,This command shows the service ID that was queried but not available in the AirGroup service table.,shows service id queried available airgroup service table
show airgroup blocked-service-id,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-blk-srvid.htm,This command shows the list of blocked services.,shows list blocked services
show airgroup cache entries,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-cache-ent.htm,This command shows the AirGroup mDNS and DLNA resource records in cache.,shows airgroup mdns dlna resource records cache
show airgroup cppm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-cppm.htm,This command shows information for devices registered in ClearPass Policy Manager.,shows information devices registered clearpass policy manager
show airgroup cppm-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-cppm-srvr.htm,This command shows the ClearPass Policy Manager server information.,shows clearpass policy manager server information
show airgroup domain,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-domain.htm,This command shows the list of configured AirGroup domains. This command is applicable only on stand-alone controllers.,shows list configured airgroup domains applicable controllers
show airgroup flow-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-flow-tab.htm,This command shows flows configured by AirGroup.,shows flows configured airgroup
show airgroup multi-controller-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-multi-cnt.htm,This command shows the information of all stand-alone controllers participating in an AirGroup domain. This command is applicable only on stand-alone controllers.,shows information controllers participating airgroup domain applicable controllers
show airgroup policy-entries,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-plcy-entr.htm,This command shows active AirGroup policies.,shows active airgroup policies
show airgroup query-result,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-query.htm,This command shows the list of AirGroup servers that are available and excluded for a client.,shows list airgroup servers available excluded client
show airgroup servers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-servers.htm,This command shows the list of AirGroup servers.,shows list airgroup servers
show airgroup status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-status.htm,This command shows the status of AirGroup.,shows status airgroup
show airgroup aps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-tracebuf.htm,This command shows the trace buffer.,shows trace buffer
show airgroup users,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-users.htm,This command shows the AirGroup user table.,shows airgroup user table
show airgroup vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-vlan.htm,"This command shows a list of AirGroup VLANs with certain associated details such as VLAN ID, server status, and user status.",shows list airgroup vlans certain associated details vlan id server status user status
show airgroupprofile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-pro.htm,This command shows the AirGroup profile settings.,shows airgroup profile settings
show airgroupservice,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-service.htm,This command shows information about AirGroup services.,shows information airgroup services
show airmatch ap-partition,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-appart.htm,This command displays information about the partition of APs for cluster manager.,information partition aps cluster manager
show airmatch debug advanced db-size,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-deb-adv-dbsize.htm,This command displays database statistics and database collection statistics.,database statistics database collection statistics
