Command,Link,Description
session delete,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/session_delete.htm,This command deletes a session.
set-ikepsk-by-addr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/set-ikepsk-addr.htm,This command configures IKE PSK corresponding to an IP address.
set-trust-anchor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/set-trust-anchor.htm,This command configures a trust anchor for an access point.
show aaa auth-survivability,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-surv.htm,This command shows the authentication survivability configuration on a stand-alone controller.
show aaa auth-survivability-cache,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-cach.htm,This command shows the authentication survivability cached data on a stand-alone controller.
show aaa accounting tacacs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-1x-acc-tacac.htm,"This command displays TACACS+ data for your controller if you have previously configured a TACACS+ server and server group. The output includes the current TACACS+ accounting mode (enabled or disabled), and the name of the TACACS+ server group."
show aaa alias-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-alias-grp.htm,This command shows an alias-group settings.
show aaa authentication all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-all.htm,"Show authentication statistics for your managed device, including authentication methods, successes and failures. This command displays a general overview of authentication statistics. To view authentication information for specific profiles such as a captive-portal, MAC or 801.X authentication profile, issue the commands specific to those features."
show aaa authentication captive-portal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-cap.htm,"This command shows configuration information for captive portal authentication profiles. Issue this command without the <profile-name> parameter to display the entire Captive Portal Authentication profile list, including profile status and the number of references to each profile. Include a profile name to display detailed configuration information for that profile."
show aaa authentication captive-portal customization,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-ath-cp-cz.htm,"Display customization settings for a captive portal profile. This command shows how a captive portal profile has been customized with non-default configuration settings. If you do not yet have any captive portal authentication profiles defined, use the command aaa authentication captive-portal to configure your captive portal profiles."
show aaa authentication downloaded-cp-profiles,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-dwnl-cp-profs.htm,"This command shows the downloaded CP profiles. Issue this command to display the entire downloaded CP profile list, including profile status and the number of references to each profile. Include a profile name to display detailed configuration information for that profile."
show aaa authentication dot1x,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-dot1.htm,"This command shows information for 802.1X authentication profiles. Issue this command without the <profile-name> or countermeasures options to display the entire 802.1X Authentication profile list, including profile status and the number of references to each profile. Include a profile name to display detailed dot1x authentication configuration information for that profile. The countermeasures option indicates whether the 802.1X profiles have been configured for WPA/WPS2 countermeasures. If countermeasures have not been configured, the output for this command will be blank."
show aaa authentication mac,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-mac.htm,"This command shows information for MAC authentication profiles. Issue this command without the
<profile-name> option to display the entire MAC Authentication profile list, including profile status and the number of references to each profile. Include a profile name to display detailed MAC authentication configuration information for that profile."
show aaa authentication mgmt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-mgmt.htm,"This command displays administrative user authentication information, including management authentication roles and servers. Issue this command to identify the default management role assigned to authenticated administrative users, and the name of the group of servers used to authenticate these users."
show aaa authentication stateful-ntlm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-ntlm.htm,"This command shows the configuration settings of the stateful NT LAN Manager (NTLM) authentication profile. Issue this command without the <profile-name> parameter to display the entire stateful NTLM Authentication profile list, including profile status and the number of references to each profile. Include a profile name to display detailed Stateful NTLM authentication configuration information for that profile. Use this command to identify the default role assigned to users who have successfully authenticated using the NTLM authentication protocol, the name of the group of windows servers used to authenticate these users, and the NTLM authentication timeout period, in seconds."
show aaa authentication stateful-dot1x,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-stfl.htm,"This command shows the stateful configuration settings of 802.1X authentication for clients on non-Aruba APs. Issue this command to identify the default role assigned to the 802.1X user group, name of the group of RADIUS servers used to authenticate the 802.1X users, and the 802.1X authentication timeout period in seconds."
show aaa authentication stateful-kerberos,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-kerb.htm,This command shows the configuration settings of stateful Kerberos authentication profile.
show aaa authentication via auth-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-viaa.htm,"This command displays configuration settings for the VIA Authentication profile. Issue this command without the <profile-name> option to display the entire VIA Authentication profile list, including profile status and the number of references to each profile. Include a profile name to display detailed VIA authentication configuration information for that profile."
show aaa authentication via connection-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-conn.htm,"This command displays configuration settings for the VIA connection profile. Issue this command without the <profile-name> option to display the entire VIA Connection profile list, including profile status and the number of references to each profile. Include a profile name to display detailed VIA connection configuration information for that profile."
show aaa authentication via global-config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-glbl.htm,This command shows the VIA global configuration.
show aaa authentication via web-auth,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-web.htm,"A VIA web authentication profile contains an ordered list of VIA authentication profiles. The web authentication profile is used by end users to login to the VIA download page (https://<server-IP-address>/via) for downloading the VIA client. Only one VIA web authentication profile is available. If more than one VIA authentication profile is configured, users can view this list and select one during the client login."
show aaa authentication vpn,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-vpn.htm,"This command displays VPN authentication settings, including authentication roles and servers. Issue this command to identify the default role assigned to VPN users, the name of the group of servers used to authenticate the VPN users, and the maximum number of authentication failures allowed before the user is blacklisted/denylisted."
show aaa authentication wired,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-wird.htm,View wired authentication settings for a client device that is directly connected to a port on the controller. This command displays the name of the AAA profile currently used for wired authentication.
show aaa authentication wispr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-ath-wspr.htm,"This command shows information for a WISPr authentication profiles. Issue this command without the <profile-name> option to display the entire WISPr Authentication profile list, including profile status and the number of references to each profile. Include a profile name to display detailed WISPr authentication configuration information for that profile."
show aaa authentication-server all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-ath-srv-al.htm,"View authentication server settings for both external authentication servers and the internal controller database. The output of this command displays statistics for the Authentication Server Table, including the name and address of each server, server type and configured authorization and accounting ports."
show aaa authentication-server internal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-intv.htm,View authentication server settings for the internal controller database.
show aaa authentication-server ldap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-ldap.htm,This command shows the configuration settings of LDAP servers.
show aaa authentication-server radius,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-radi.htm,This command shows the configuration settings of RADIUS servers.
show aaa authentication-server tacacs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-tacs.htm,Display configuration settings for your TACACS+ servers.
show aaa authentication-server windows,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-wind.htm,Display configuration settings for your Windows servers.
show aaa bandwidth-contracts,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-bdwd-cont.htm,"This command shows the contract names, ID numbers, Rate limits, and Note for your bandwidth contracts."
show aaa cluster essid,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-essid.htm,"This command displays information on essid counters, bucketmap, dormant keycache, mac address, and dormant user entries for a particular ESSID."
show aaa cluster essid-all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-esid-al.htm,"Displays all active essid entries in essid hash table. That is, it displays information on essid counters, bucketmap, dormant keycache, and dormant user entries."
show aaa cluster gsm macuser-section mac,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-macsec.htm,This command displays gsm mac user section for a particular MAC address.
show aaa cluster gsm ipuser-section ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-ipusr%20.htm,This command displays gsm ip user section for a particular IP address.
show aaa cluster gsm user-section,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-usrsec.htm,This command displays gsm user section.
show aaa cluster member,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-memb.htm,Displays all the cluster members with their IP address and the current cluster state.
show aaa debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-debug.htm,This command shows AAA related debug information.
show aaa debug dev-id-cache section,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-debg-dev.htm,This command shows section data from ClearPass Policy Manager NetWatch.
show aaa debug pmk bss-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dbug-pmk.htm,This command shows information linking the PMK to the BSS.
show aaa debug stm message stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dbug-stmms.htm,This command shows the number of messages sent/received from STM.
show aaa debug vlan user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dbug-vlan.htm,Displays user VLAN derivation related debug information.
show aaa derivation-rules,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-derv-rule.htm,Show derivation rules based on user information or configured for server groups.
show aaa device-id-cache,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dev-cache.htm,This command shows the device ID cache information.
show aaa dns-query-interval,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dns-intv.htm,"View the configured interval between DNS requests sent from the controller to the DNS server. If you define a RADIUS server using the FQDN of the server rather than its IP address, the controller will periodically generate a DNS request and cache the IP address returned in the DNS response. By default, DNS requests are sent every 15 minute, but the interval can be changed using the aaa dns-query-period command. Issue the show aaa dns-query-period command to view the current DNS query interval."
show aaa fqdn-server-names,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-fqdn-name.htm,"Show a table of IP addresses that have been mapped to fully qualified domain names (FQDNs). If you define a RADIUS server using the FQDN of the server rather than its IP address, the controller will periodically generate a DNS request and cache the IP address returned in the DNS response. Issue this command to view the IP address that currently correlates to each RADIUS server FQDN."
show aaa load-balance statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-lb-stats.htm,Displays the load balancing statistics for RADIUS servers.
show aaa main-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-main-pro.htm,Displays a summary of all AAA profiles.
show aaa multiple-server-accounting statistics server-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-mu-srvgrp.htm,This command shows the multiple server accounting statistics for a server-group.
show aaa password-policy mgmt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-pwd-plcy.htm,Displays the current password policy for management users.
show aaa profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-pro.htm,Displays configuration details for an individual AAA profile.
show aaa pubcookie-authentication,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-pubcookie.htm,This command shows pubcookie authentication configuration.
show aaa radius-attributes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-rad-attr.htm,Displays RADIUS attributes recognized by the controller.
show aaa radius modifier,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-rad-modf.htm,This command displays all the RADIUS modifier profiles.
show aaa rfc-3576-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-rfc-srvr.htm,"Show configuration details for an RFC-3576 server, which is a RADIUS server that can send user disconnect, session timeout and change-of-authorization (CoA) messages, as described in RFC 3576."
show aaa server-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-srvr-grp.htm,"Displays configuration details for your AAA server groups. Issue this command without the <group-name> or summary options to display the entire server group list, including profile status and the number of references to each profile. The References column lists the number of other profiles that reference a server group, and the Profile Status column indicates whether the server group is predefined. User-defined server groups will not have an entry in the Profile Status column."
show aaa state ap-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-ap-grp.htm,Displays the names and ID numbers of your AP groups
show aaa state configuration,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-conf.htm,"Displays authentication state configuration information, including the numbers of successful and failed authentications."
show aaa state debug-statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-dbg-st.htm,"Displays debug statistics for controller authentication, authorization and accounting."
show aaa state log,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-log.htm,"Displays global log files for AAA events. If you have enabled per-user logging using the aaa log command, the output of this command displays global AAA log files for events that are not triggered by individual user authentication, such as AP authentication and the initial pre-authentication processes that occur before a client authenticates to the controller."
show aaa state messages,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-msg.htm,"Displays numbers of authentication messages sent and received. This command displays a general overview of authentication statistics. To view authentication information for specific profiles such as a captive-portal, MAC or 801.x authentication profile, issue the commands specific to those features."
show aaa state mux-tunnel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-mux-tu.htm,Displays multiplexter (MUX) tunnel IDs.
show aaa state station,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-sttion.htm,Displays AAA statistics for a station.
show aaa state tunneled-node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-tunode.htm,This command shows tunnels originating from the tunnel nodes.
show aaa state user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-usr.htm,Displays statistics for an authenticated user.
show aaa state user-tunneled-node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-usrtun.htm,This command shows tunnels originating from the HP switch user tunnels.
show aaa tacacs-accounting,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-tacac-acc.htm,Displays TACACS accounting configuration.
show aaa timers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-timers.htm,Displays AAA timer values.
show aaa user-delete-result,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-usr-del-res.htm,"This command displays the list of users deleted for the last twenty delete requests issued from the Managed devices. The optional output modifiers | begin , | exclude, and | include help you display those lines that begin, include, exclude, respectively, the line expression given in the CLI command. The | redirect-output modifier helps you redirect the command output."
show aaa web admin-port,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-web-admin.htm,Displays the port numbers of HTTP and HTTPS ports used for web administration.
show aaa xml-api server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-xml-serv.htm,"Displays a list of XML servers used for authentication, authorization, and accounting."
show aaa xml-api statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-xml-stats.htm,Displays statistics for an external XML API server. Issue this command to troubleshoot AAA problems and monitor usage on an XML server.
show acl ace-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-acl-ace-tab.htm,Displays an access list entry (ACE) table for an ACL.
show acl acl-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-acl-acl-tab.htm,Displays information for a specified ACL.
show acl hits,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-acl-hits.htm,"Displays internal ACL hit counters. Issue this command to see the number of times an ACL defined a user’s role, or traffic and firewall policies for a user session."
show activate,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-activate.htm,This command displays the profile that allows a managed device to synchronize its remote AP whitelist/allowlist with the Aruba Activate cloud-based services.
show adp config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-adp-conf.htm,Displays Aruba Discovery Protocol (ADP) configuration settings.
show adp counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-adp-counters.htm,Displays Aruba Discovery Protocol (ADP) counters.
show airgroup,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-airgrp.htm,This command shows the global AirGroup settings. Click parameter links to view the corresponding show commands.
show airgroup active-domains,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-actv-dom.htm,This command shows the list of configured AirGroup active-domains. This command is applicable only on stand-alone controllers.
show airgroup aps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-aps.htm,This command shows the AP tables.
show airgroup blocked-queries,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-blk-quer.htm,This command shows the service ID that was queried but not available in the AirGroup service table.
show airgroup blocked-service-id,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-blk-srvid.htm,This command shows the list of blocked services.
show airgroup cache entries,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-cache-ent.htm,This command shows the AirGroup mDNS and DLNA resource records in cache.
show airgroup cppm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-cppm.htm,This command shows information for devices registered in ClearPass Policy Manager.
show airgroup cppm-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-cppm-srvr.htm,This command shows the ClearPass Policy Manager server information.
show airgroup domain,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-domain.htm,This command shows the list of configured AirGroup domains. This command is applicable only on stand-alone controllers.
show airgroup flow-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-flow-tab.htm,This command shows flows configured by AirGroup.
show airgroup multi-controller-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-multi-cnt.htm,This command shows the information of all stand-alone controllers participating in an AirGroup domain. This command is applicable only on stand-alone controllers.
show airgroup policy-entries,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-plcy-entr.htm,This command shows active AirGroup policies.
show airgroup query-result,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-query.htm,This command shows the list of AirGroup servers that are available and excluded for a client.
show airgroup servers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-servers.htm,This command shows the list of AirGroup servers.
show airgroup status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-status.htm,This command shows the status of AirGroup.
show airgroup aps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-tracebuf.htm,This command shows the trace buffer.
show airgroup users,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-users.htm,This command shows the AirGroup user table.
show airgroup vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-vlan.htm,"This command shows a list of AirGroup VLANs with certain associated details such as VLAN ID, server status, and user status."
show airgroupprofile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-pro.htm,This command shows the AirGroup profile settings.
show airgroupservice,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-service.htm,This command shows information about AirGroup services.
show airmatch ap-partition,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-appart.htm,This command displays information about the partition of APs for cluster manager.
show airmatch debug advanced db-size,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-deb-adv-dbsize.htm,This command displays database statistics and database collection statistics.
show airmatch debug advanced stat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-deb-adv-st.htm,This command displays detailed statistics about the APs or radios on a Mobility Conductor.
show airmatch debug amon-stat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-amon.htm,"Display statistics for AMON messages sent from APs to the Mobility Conductor. Each AP in a Mobility Conductor deployment measures its RF environment and then sends the managed device AMON messages about the radio feasibility based on that AP's hardware capability, radio and regulatory domain, and RF neighbors. The managed device forwards these messages to the Mobility Conductor, and the Mobility Conductor adds this information to a database, computes an optimal solution, and deploys the latest RF plan by sending updated settings to the APs. Run the show airmatch debug amon-stat to view details about these AMON messages."
show airmatch debug apinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-apinfo.htm,This command displays information about the AirMatch debug data of an AP.
show airmatch debug client-history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-clhst.htm,This command displays information about the airmatch client count debug data of an AP.
show airmatch debug configs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-conf.htm,"This command displays the advanced configuration settings in the AirMatch profile. The optional output modifiers | begin , | exclude, and | include help you display those lines that begin, include, exclude, respectively, the line expression given in the CLI command. The | redirect-output modifier helps you redirect the command output."
show airmatch debug db-dump status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-db.htm,This command displays information about the status of the AirMatch debug database dump.
show airmatch debug db-stat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-db-stat.htm,This command displays information about the AirMatch DB statistics.
show airmatch debug feasibility,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-feasb.htm,"Display information about an AP's feasibility based on that AP's hardware capability, radio and regulatory domain, and radio events such as radar detection and high noise detection."
show airmatch debug history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-histy.htm,"This command displays a history of AirMatch updates to an AP radio's channel, bandwidth, EIRP or mode."
show airmatch debug nbr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-nbr.htm,This command displays information about neighbor APs seen by an AP that is managed over AirMatch.
show airmatch debug optimization,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-optmz.htm,This command displays a list of RF debug optimizations performed by AirMatch.
show airmatch debug pathloss history rep-radio,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-pathls.htm,This command displays information about the recent AirMatch debug path loss.
show airmatch debug populate-db,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-pltdb.htm,This command displays information about the database population of the collection.
show airmatch debug reporting-radio,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-radio.htm,Displays details for an AP radio reporting AirMatch data to a Mobility Conductor.
show airmatch debug schedule,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-sch.htm,This command displays details about deployment schedules when AirMatch updates are sent to the APs.
show airmatch debug solution,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-soln.htm,This command displays information about the current solution.
show airmatch debug solver feasibility,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-solv.htm,"Displays the feasibility information used by AirMatch Solver for a particular AP or MAC address during optimization. The optional output modifiers | begin , | exclude, and | include help you display those lines that begin, include, exclude, respectively, the line expression given in the CLI command. The | redirect-output modifier helps you redirect the command output."
show airmatch debug static-radios,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-stati.htm,Shows AirMatch data for AP radios that have been assigned static settings.
show airmatch event,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-event.htm,"Displays radar and noise event information for a specific AP or all APs. The optional output modifiers | begin , | exclude, and | include help you display those lines that begin, include, exclude, respectively, the line expression given in the CLI command. The | redirect-output modifier helps you redirect the command output."
show airgroup internal-state statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-int-stat.htm,This command shows the statistics of packets sent and received per second by AirGroup.
show airmatch tech-support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-tech-sup.htm,This command collects the output for the AP or the radio for further support or engineering analysis. You can add a file name at the end of this command to capture the output to the flash.
show airmatch network-tech-support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-ntw-techsp.htm,This command collects the output for all the radios that are in the same partition for a specified radio AP name. This command also lists and describes the AP radios that are handled further. Run this command to collect the output for further support or engineering analysis. You can add a file name at the end of this command to capture the output to the flash.
show airmatch optimization,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-optmz.htm,This command displays the list of recent RF optimization jobs performed by AirMatch.
show airmatch profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-pro.htm,This command displays the configuration settings in the AirMatch profile.
show airmatch solution,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-solution.htm,This command displays history of AirMatch solution updates.
show airslice,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-airslice.htm,This command displays the details of Air Slice profile.
show ale-configuration,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ale-conf.htm,This command displays ALE configuration on the Mobility Conductor.
show allowed-address-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-alw-lst.htm,This command displays the list of allowed IPv4 or IPv6 addresses that are exempted.
show amon msg-buffer-size,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-amon-msg-buf.htm,This command displays the size of AMON packets on the managed device.
show amon-receiver,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-amon-recvr.htm,This command displays AMON receiver information.
show amon-sender,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-amon-sender.htm,This command displays AMON sender information. This command must be run on the managed device.
show amon source-interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-amon-src-intf.htm,"This command displays the source VLAN interface of AMON packets on the controller. The optional output modifiers | begin , | exclude, and | include help you display those lines that begin, include, exclude, respectively, the line expression given in the CLI command. The | redirect-output modifier helps you redirect the command output."
show arp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-arp.htm,This command show Address Resolution Protocol (ARP) entries for the controller.
show audit-trail,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-audit-trail.htm,Shows the controller’s audit trail log.
show auth-tracebuf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-auth-tracebuf.htm,This command shows the trace buffer for authentication events. Use the output of this command to troubleshoot 802.1X authentication errors. Include the <address> parameter to filter data by the MAC address of the client which is experiencing errors.
show banner,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-banner.htm,This command shows the current login banner. Use this command to review the banner message that appears when you first log in to the controller’s command-line or browser interfaces.
show ble service-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ble-srv-prof.htm,This command displays the Bluetooth Low Energy (BLE) service profiles.
show block-redirect-url,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-blo-redrcturl.htm,This command show redirect URL for blocked content.
show bocmgr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-bocmgr.htm,"This command shows details about dynamic VLAN, tunnel, and DHCP pools."
show boot,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-boot.htm,"Displays the boot parameters, including the boot partition and the configuration file used when booting the controller."
show branch-gateway-peer,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-branch-gate.htm,This command shows Branch Gateway peer information.
