Command,Link
rf event-thresholds-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/rf-eve-thres-pro.htm
rf ht-radio-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/rf-ht-rad-pro.htm
rf optimization-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/rf-optmz-pro.htm
rf spectrum-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/rf-spect-pro.htm
router mobile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/router-mob.htm
router ospf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/router-ospf.htm
routing-policy-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/rout-policy-map.htm
sc-migration,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sc-migration.htm
scheduler-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/scheduler-pro.htm
scm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/scm.htm
scs-local-custom-cert,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/scs-lcl-custcert.htm
sdwan-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sdwan-prof.htm
secondary master-ip/secondary conductor-ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/secnd-master-ip.htm
secondary masteripv6/secondary conductoripv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/secnd-master-ipv6.htm
serial console redirect,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/serl-cons-redrct.htm
service,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/service.htm
session delete,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/session_delete.htm
set-ikepsk-by-addr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/set-ikepsk-addr.htm
set-trust-anchor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/set-trust-anchor.htm
show aaa auth-survivability,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-surv.htm
show aaa auth-survivability-cache,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-cach.htm
show aaa accounting tacacs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-1x-acc-tacac.htm
show aaa alias-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-alias-grp.htm
show aaa authentication all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-all.htm
show aaa authentication captive-portal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-cap.htm
show aaa authentication captive-portal customization,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-ath-cp-cz.htm
show aaa authentication downloaded-cp-profiles,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-dwnl-cp-profs.htm
show aaa authentication dot1x,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-dot1.htm
show aaa authentication mac,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-mac.htm
show aaa authentication mgmt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-mgmt.htm
show aaa authentication stateful-ntlm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-ntlm.htm
show aaa authentication stateful-dot1x,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-stfl.htm
show aaa authentication stateful-kerberos,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-kerb.htm
show aaa authentication via auth-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-viaa.htm
show aaa authentication via connection-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-conn.htm
show aaa authentication via global-config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-glbl.htm
show aaa authentication via web-auth,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-web.htm
show aaa authentication vpn,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-vpn.htm
show aaa authentication wired,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-wird.htm
show aaa authentication wispr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-ath-wspr.htm
show aaa authentication-server all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-ath-srv-al.htm
show aaa authentication-server internal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-intv.htm
show aaa authentication-server ldap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-ldap.htm
show aaa authentication-server radius,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-radi.htm
show aaa authentication-server tacacs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-tacs.htm
show aaa authentication-server windows,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-auth-wind.htm
show aaa bandwidth-contracts,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-bdwd-cont.htm
show aaa cluster essid,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-essid.htm
show aaa cluster essid-all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-esid-al.htm
show aaa cluster gsm macuser-section mac,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-macsec.htm
show aaa cluster gsm ipuser-section ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-ipusr%20.htm
show aaa cluster gsm user-section,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-usrsec.htm
show aaa cluster member,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-cl-memb.htm
show aaa debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-debug.htm
show aaa debug dev-id-cache section,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-debg-dev.htm
show aaa debug pmk bss-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dbug-pmk.htm
show aaa debug stm message stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dbug-stmms.htm
show aaa debug vlan user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dbug-vlan.htm
show aaa derivation-rules,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-derv-rule.htm
show aaa device-id-cache,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dev-cache.htm
show aaa dns-query-interval,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-dns-intv.htm
show aaa fqdn-server-names,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-fqdn-name.htm
show aaa load-balance statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-lb-stats.htm
show aaa main-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-main-pro.htm
show aaa multiple-server-accounting statistics server-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-mu-srvgrp.htm
show aaa password-policy mgmt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-pwd-plcy.htm
show aaa profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-pro.htm
show aaa pubcookie-authentication,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-pubcookie.htm
show aaa radius-attributes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-rad-attr.htm
show aaa radius modifier,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-rad-modf.htm
show aaa rfc-3576-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-rfc-srvr.htm
show aaa server-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-srvr-grp.htm
show aaa state ap-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-ap-grp.htm
show aaa state configuration,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-conf.htm
show aaa state debug-statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-dbg-st.htm
show aaa state log,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-log.htm
show aaa state messages,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-msg.htm
show aaa state mux-tunnel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-mux-tu.htm
show aaa state station,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-sttion.htm
show aaa state tunneled-node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-tunode.htm
show aaa state user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-usr.htm
show aaa state user-tunneled-node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-st-usrtun.htm
show aaa tacacs-accounting,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-tacac-acc.htm
show aaa timers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-timers.htm
show aaa user-delete-result,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-usr-del-res.htm
show aaa web admin-port,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-web-admin.htm
show aaa xml-api server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-xml-serv.htm
show aaa xml-api statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-aaa-xml-stats.htm
show acl ace-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-acl-ace-tab.htm
show acl acl-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-acl-acl-tab.htm
show acl hits,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-acl-hits.htm
show activate,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-activate.htm
show adp config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-adp-conf.htm
show adp counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-adp-counters.htm
show airgroup,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-airgrp.htm
show airgroup active-domains,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-actv-dom.htm
show airgroup aps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-aps.htm
show airgroup blocked-queries,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-blk-quer.htm
show airgroup blocked-service-id,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-blk-srvid.htm
show airgroup cache entries,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-cache-ent.htm
show airgroup cppm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-cppm.htm
show airgroup cppm-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-cppm-srvr.htm
show airgroup domain,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-domain.htm
show airgroup flow-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-flow-tab.htm
show airgroup multi-controller-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-multi-cnt.htm
show airgroup policy-entries,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-plcy-entr.htm
show airgroup query-result,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-query.htm
show airgroup servers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-servers.htm
show airgroup status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-status.htm
show airgroup aps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-tracebuf.htm
show airgroup users,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-users.htm
show airgroup vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-vlan.htm
show airgroupprofile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-pro.htm
show airgroupservice,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-service.htm
show airmatch ap-partition,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-appart.htm
show airmatch debug advanced db-size,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-deb-adv-dbsize.htm
show airmatch debug advanced stat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-deb-adv-st.htm
show airmatch debug amon-stat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-amon.htm
show airmatch debug apinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-apinfo.htm
show airmatch debug client-history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-clhst.htm
show airmatch debug configs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-conf.htm
show airmatch debug db-dump status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-db.htm
show airmatch debug db-stat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-db-stat.htm
show airmatch debug feasibility,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-feasb.htm
show airmatch debug history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-histy.htm
show airmatch debug nbr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-nbr.htm
show airmatch debug optimization,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-optmz.htm
show airmatch debug pathloss history rep-radio,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-pathls.htm
show airmatch debug populate-db,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-pltdb.htm
show airmatch debug reporting-radio,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-radio.htm
show airmatch debug schedule,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-sch.htm
show airmatch debug solution,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-soln.htm
show airmatch debug solver feasibility,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-solv.htm
show airmatch debug static-radios,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-stati.htm
show airmatch event,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-event.htm
show airgroup internal-state statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-air-int-stat.htm
show airmatch tech-support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-tech-sup.htm
show airmatch network-tech-support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-ntw-techsp.htm
show airmatch optimization,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-optmz.htm
show airmatch profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-pro.htm
show airmatch solution,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-solution.htm
show airslice,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-airslice.htm
show ale-configuration,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ale-conf.htm
show allowed-address-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-alw-lst.htm
show amon msg-buffer-size,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-amon-msg-buf.htm
show amon-receiver,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-amon-recvr.htm
show amon-sender,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-amon-sender.htm
show amon source-interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-amon-src-intf.htm
show arp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-arp.htm
show audit-trail,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-audit-trail.htm
show auth-tracebuf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-auth-tracebuf.htm
show banner,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-banner.htm
show ble service-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ble-srv-prof.htm
show block-redirect-url,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-blo-redrcturl.htm
show bocmgr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-bocmgr.htm
show boot,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-boot.htm
show branch-gateway-peer,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-branch-gate.htm
show branch-uplink-pool,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-branch-up.htm
show bulkedit,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-bulkedit.htm
show ca-bundle version,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ca-bundle%20version.htm
show ccm-debug memory-usage,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ccm-dbg-mem.htm
show clock,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-clock.htm
show cluster-config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cluster-conf.htm
show cluster-switches,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cl-switches.htm
show cluster-tech-support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cl-tech-sup.htm
show command-details,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cmd-details.htm
show command-history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cmd-history.htm
show configuration,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-conf.htm
show controller-ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cont-ip.htm
show controller-ipv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cont-ipv6.htm
show control-plane-security,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-con-pln-secr.htm
show country,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-country.htm
show cp-bwcontracts,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cp-bwcontr.htm
show cp-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cp-stats.htm
show cpuload,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cpuload.htm
show crashinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-crashinfo.htm
show crypto-local ipsec-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cryp-lcl-ipsc.htm
show crypto debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-crypto-dbg.htm
show crypto dp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-crypto-dp.htm
show crypto dynamic-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cry-dyn-map.htm
show crypto ipsec,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cry-ipsec.htm
show crypto isakmp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cry-isakmp.htm
show crypto-local isakmp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cry-lcl-iskmp.htm
show crypto-local pki,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cry-lcl-pki.htm
show crypto map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cryp-map.htm
show crypto pki,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cry-pki.htm
show database,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-database.htm
show datapath,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-datapath.htm
show datapath cluster details,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-db-cl-det.htm
show datapath cluster heartbeat counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-dp-cl-hb.htm
show dds debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-dds-debug.htm
show debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-debug.htm
show dot1x-transactions-monitor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-dot1x-trnsctn-mon.htm
show dpi,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-dpi.htm
show fake-ade-cnt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-fake-ade-cnt.htm
show fault,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-faults.htm
show file syncing profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-file-sync.htm
show fips,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-fips.htm
show firewall,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-firewall.htm
show firewall-cp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-firewall-cp.htm
show firewall-visibility,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-firewall-vis.htm
show flush-r1-on-new-r0,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-flsh-r1-nw-r0.htm
show gap-debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-gap-dbug.htm
show gateway health-check,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-gtway-hlth-ch.htm
show global-user-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-glb-usr-tab.htm
show guest-access-email,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-gst-acc-email.htm
show hash statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-hash-stats.htm
show hostname,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-hostname.htm
show ifmap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ifmap.htm
show image version,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-image-ver.htm
show inventory,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-inventory.htm
show ip-flow-export,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ip-flw-exp.htm
show ip-flow-export wireless-cache,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ip-fw-wirles.htm
show ip-flow-export-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ip-fw-exp-pro.htm
show ipstm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ipstm.htm
show ipv4 user-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ipv4-usr-tab.htm
show jitter,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-jitter.htm
show keys,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-keys.htm
show lacp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lacp.htm
show lc-cluster,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lc-cluster.htm
show lc-cluster history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lc-cl-hist.htm
show lc-rap-pool,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lc-rap-pool.htm
show lcd-menu,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lcd-menu.htm
show lclist,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lclist.htm
show license-pool-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lic-pool-pro.htm
show license-pool-profile-root,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lic-pl-pr-rt.htm
show license-usage,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lic-usage.htm
show lldp interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lldp-intf.htm
show lldp neighbor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lldp-neighbor.htm
show lldp statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lldp-stats.htm
show local-cert-mac,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lcl-cert-mac.htm
show localip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-localip.htm
show localipv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-localipv6.htm
show local-peer-mac,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lcl-peer-mac.htm
show local-userdb,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lcl-userdb.htm
show local-userdb-guest,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lcl-usrdb-gst.htm
show local-userdb-public-access,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-lcl-usdb-pub.htm
show localip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-localip.htm
show log essid-debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-log-essid-dbg.htm
show log bssid-debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-log-bssid.htm
show logging,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-logging.htm
show loginsessions,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-loginsess.htm
show mac-address-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mac-add-tab.htm
show managed-device images,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-md-img.htm
show master-configpending/show conductor-configpending,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mstr-confpend.htm
show master-local stats/show conductor-local stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mstr-lcl-stat.htm
show master-l3redundancy/show conductor-l3redundancy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-master-l3redc.htm
